"AgencyCd","SiteNo","AgencyNm","SiteName","DecLatVa","DecLongVa","HorzDatum","HorzMethod","HorzAcy","AltVa","AltUnits","AltUnitsNm","AltDatumCd","AltMethod","AltAcy","WellDepth","WellDepthUnits","WellDepthUnitsNm","NatAquiferCd","NatAqfrDesc","CountryCd","CountryNm","StateCd","StateNm","CountyCd","CountyNm","LocalAquiferCd","LocalAquiferName","SiteType","AquiferType","QwSnFlag","QwSnDesc","QwBaselineFlag","QwBaselineDesc","WlSysName","WlSnFlag","WlSnDesc","WlBaselineFlag","WlBaselineDesc","WlWellChars","WlWellCharsDesc","WlWellType","WlWellTypeDesc","WlWellPurpose","WlWellPurposeDesc","WlWellPurposeNotes","LithDataProvider","ConstDataProvider","Link"
"USGS","374915106013001","U.S. Geological Survey","NA04100906DCD   SAG 17","37.8211108839499","-106.025578289361","NAD83","Interpolated from map","Accurate to +/- 10 seconds","7579","1","Feet","NGVD29","Reported","+/- 1 ft","700","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","109","Saguache County","100CNZC","Cenozoic Erathem","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=374915106013001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","375310106021501","U.S. Geological Survey","NA04200907CCC   SAG 2","37.8861109096569","-106.038077288152","NAD83","Interpolated from map","Accurate to +/- 10 seconds","7563","1","Feet","NGVD29","Interpolated from topographic map","+/- 10 ft","1987","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","109","Saguache County","100CNZC","Cenozoic Erathem","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=375310106021501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","375940106000001","U.S. Geological Survey","NA04300905DDD","37.9937494940652","-105.997462159159","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7571","1","Feet","NGVD29","Altimeter","+/- 20 ft","10","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","109","Saguache County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=375940106000001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373110105533401","U.S. Geological Survey","NA03801021BCB","37.52725341129","-105.894216553013","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7554","1","Feet","NGVD29","Altimeter","+/- 2 ft","45","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373110105533401&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373820105541501","U.S. Geological Survey","NA03901008ABB","37.6472513608665","-105.900882960732","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7564","1","Feet","NGVD29","Altimeter","+/- 2 ft","104","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373820105541501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372854105513001","U.S. Geological Survey","NA03801035CCC","37.4880321720438","-105.857132406697","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7539","1","Feet","NGVD29","Altimeter","+/- 5. ft","12","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372854105513001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373950105534001","U.S. Geological Survey","NA04001033BCB","37.6715843092589","-105.891382669695","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7559","1","Feet","NGVD29","Altimeter","+/- 2 ft","135","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373950105534001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372326107491501","U.S. Geological Survey","NA03601001DAD  RG67","37.3905625128634","-105.821409104273","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7525","1","Feet","NGVD29","Interpolated from topographic map","+/- 5. ft","30","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372326107491501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373400105513001","U.S. Geological Survey","NA03801002BBB","37.5750861047029","-105.858271126062","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7545","1","Feet","NGVD29","Altimeter","+/- 5. ft","21","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373400105513001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","375324105553301","U.S. Geological Survey","NA04201007CCC  RG18","37.8899994619046","-105.926407546103","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7539","1","Feet","NGVD29","Altimeter","+/- 1 ft","57","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","109","Saguache County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=375324105553301&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","375700105552801","U.S. Geological Survey","NA04301019CCC","37.9491105042162","-105.926378344075","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7549","1","Feet","NGVD29","Altimeter","+/- 20 ft","13","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","109","Saguache County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=375700105552801&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373531105505901","U.S. Geological Survey","NA03901026ABC","37.6023356630508","-105.847743029468","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7547","1","Feet","NGVD29","Altimeter","+/- 1 ft","50","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373531105505901&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","380855105553501","U.S. Geological Survey","NA04500913DCA","38.1486102893006","-105.926958349434","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7688","1","Feet","NGVD29","Altimeter","+/- 20 ft","200","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","109","Saguache County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=380855105553501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","381742105571801","U.S. Geological Survey","NA04700926CCB RG01","38.2949988221458","-105.955568583209","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7980","1","Feet","NGVD29","Altimeter","+/- 1 ft","99","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","109","Saguache County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=381742105571801&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372550105455001","U.S. Geological Survey","NA03701122CCC1   ALA 4","37.4305619748575","-105.764463404203","NAD83","Interpolated from map","Accurate to +/- 10 seconds","7520","1","Feet","NGVD29","Reported","+/- 1 ft","2062","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","CONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372550105455001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","381515105561001","U.S. Geological Survey","NA04600912BCA","38.2557768249938","-105.932790372871","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7912","1","Feet","NGVD29","Altimeter","+/- 20 ft","122","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","109","Saguache County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=381515105561001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372642105445401","U.S. Geological Survey","NA03701114BBC","37.4568392229535","-105.747435280128","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7529","1","Feet","NGVD29","Altimeter","+/- 2 ft","23","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","0","No","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372642105445401&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373355105461201","U.S. Geological Survey","NA03801104AAA","37.5752809741231","-105.767296826349","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7523","1","Feet","NGVD29","Altimeter","+/- 2 ft","15","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373355105461201&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372250105364501","U.S. Geological Survey","CC03007436BCD","37.3959526723967","-105.610598459228","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7666","1","Feet","NGVD29","Altimeter","+/- 1 ft","340","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","023","Costilla County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372250105364501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372400105323402","U.S. Geological Survey","CC03007327BAB2","37.4171192254628","-105.536818796045","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7719","1","Feet","NGVD29","Altimeter","+/- 2 ft","170","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","023","Costilla County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372400105323402&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372435105263501","U.S. Geological Survey","CC03007228BBA","37.4172031702647","-105.447289211091","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7844","1","Feet","NGVD29","Altimeter","+/- 1 ft","160","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","023","Costilla County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372435105263501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372610105345501","U.S. Geological Survey","CC03007318ADA  RG63A","37.4361184581174","-105.582514336201","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7670","1","Feet","NGVD29","Altimeter","+/- 1 ft","193","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","023","Costilla County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","2","Trend","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372610105345501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372625105305501","U.S. Geological Survey","CC03007311ADD1","37.455035055608","-105.505873389856","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7836","1","Feet","NGVD29","Altimeter","+/- 1 ft","310","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","023","Costilla County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","2","Other","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372625105305501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372715105590901","U.S. Geological Survey","NA03700909DDD","37.459090668677","-105.484067314103","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7572","1","Feet","NGVD29","Altimeter","+/- 2 ft","24","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372715105590901&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","372930105450001","U.S. Geological Survey","NA03801135BBB","37.5030603125288","-105.748157620812","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7524","1","Feet","NGVD29","Altimeter","+/- 2 ft","22","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=372930105450001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373125105450001","U.S. Geological Survey","NA03801114CCC","37.5329763702981","-105.748213123207","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7524","1","Feet","NGVD29","Altimeter","+/- 2 ft","14","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373125105450001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373202105400501","U.S. Geological Survey","NA03801216BAA","37.5471987314161","-105.665849709186","NAD83","Interpolated from map","Accurate to +/- 5 seconds","7534","1","Feet","NGVD29","Altimeter","+/- 2 ft","18","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373202105400501&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373215105440001","U.S. Geological Survey","NA03801112CCC","37.5481428237579","-105.729879255286","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7521","1","Feet","NGVD29","Altimeter","+/- 2 ft","22","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373215105440001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373310105383001","U.S. Geological Survey","NA03801202CBC","37.566698479103","-105.638432245546","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7562","1","Feet","NGVD29","Altimeter","+/- 2 ft","18","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","2","Suspected / Anticipated Changes","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373310105383001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373350105430001","U.S. Geological Survey","NA03801101AAA","37.5753367966536","-105.714323218497","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7514","1","Feet","NGVD29","Altimeter","+/- 2 ft","15","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373350105430001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
"USGS","373535105430001","U.S. Geological Survey","NA03901125AAA","37.6036417732612","-105.715073186038","NAD83","Global positioning system (GPS), Standard Positioning Service (SPS) or Precise Positioning Service (PPS) NOTE after October, 2014 only use for mapping grade GPS units and use new codes W,X,Y, or Z that indicate the quality of the GNSS survey.","Accurate to +/- 1 second","7522","1","Feet","NGVD29","Altimeter","+/- 2 ft","20","1","Feet","S100RIOGRD","Rio Grande aquifer system","US","United States of America","08","Colorado","003","Alamosa County","100CNZC","Cenozoic Erathem","WELL","UNCONFINED","0","No","","","","1","Yes","1","Yes","1","Background","1","Surveillance","1","Dedicated Monitoring/Observation","","USGS","USGS","http://waterdata.usgs.gov/nwis/inventory?search_site_no=373535105430001&search_site_no_match_type=exact&sort_key=site_no&group_key=NONE&sitefile_output_format=html_table&column_name=agency_cd&column_name=site_no&column_name=station_nm&format=station_manuscript&list_of_search_criteria=search_site_no"
